TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionGapDate,DeviceUsage,IPUsage,AmountRatio,TotalSaldo,MerchantPreference,Binned_Amount,Cluster
-0.5923777027890301,0.0,0.75,-0.5,0.78125,-0.5,-0.32142857142857145,0.0,0.06100948262598285,0.46774193548387094,0.6666666666666666,-1.0,-0.36829682547743503,0.08307137534885797,0.0,-0.3333333333333333,0
0.4963286411086978,0.0,-0.3,-0.5,0.71875,-0.5,0.29081632653061223,0.0,1.4614095182566869,0.053763440860215055,0.3333333333333333,-0.5,-0.18410288287964638,1.4170423444062157,0.0,-1.0,0
-0.25507865050316775,0.0,0.1,0.5,-0.8125,0.5,-0.576530612244898,0.0,-0.585179246734527,-0.016129032258064516,0.3333333333333333,1.0,0.45395390628017784,-0.5774387251794055,0.0,0.3333333333333333,0
-0.0800859781897983,0.0,0.6,0.5,-0.59375,0.5,-0.8928571428571429,0.0,0.620873114204504,0.3387096774193548,0.6666666666666666,1.5,-0.22765674295071958,0.6122510594051872,0.0,0.3333333333333333,0
-0.5943016902530494,-1.0,-1.0,0.5,-0.59375,0.5,0.8724489795918368,0.0,0.4362963502822113,-0.543010752688172,-0.3333333333333333,-0.5,-0.37538150111621543,0.4606177418114731,0.0,-0.3333333333333333,0
-0.3577113567869408,0.0,0.35,-0.5,-0.84375,0.5,0.6071428571428571,0.0,-0.6403533918000794,0.510752688172043,0.0,-0.5,0.4941371907525157,-0.6267959167160795,0.0,0.3333333333333333,0
-0.6134513779808652,-1.0,0.9,-0.5,-0.25,-0.5,0.27040816326530615,0.0,1.3897918033185142,0.7634408602150538,0.0,-0.5,-0.3849601997690664,1.407561538489407,0.0,-0.3333333333333333,0
-0.11940747198569032,-1.0,-0.25,0.0,0.6875,0.16666666666666666,1.8214285714285714,0.0,-0.3140797965810721,0.3225806451612903,-0.6666666666666666,1.0,0.07027714065498662,-0.2599734237938762,0.0,0.3333333333333333,0
-0.31538363257851887,-1.0,-0.5,0.0,0.1875,-0.16666666666666666,-0.27040816326530615,0.0,0.7060758448120884,0.5806451612903226,0.6666666666666666,0.0,-0.3014501920644767,0.7437730886325731,0.0,0.3333333333333333,0
1.8182282781063754,0.0,0.25,-0.5,0.3125,-0.5,0.07653061224489796,0.0,-0.6014511413972095,0.5268817204301075,0.0,0.5,5.592455016961886,-0.7046663744169598,0.0,1.0,2
-0.5812847125667946,-1.0,-1.05,0.5,0.21875,-0.16666666666666666,-0.5459183673469388,0.0,0.4638486018997644,0.6182795698924731,-0.3333333333333333,0.0,-0.37141697141054303,0.488707527684219,0.0,-0.3333333333333333,0
-0.06349158631263285,0.0,0.05,0.5,-0.75,0.5,0.6173469387755102,0.0,-0.5193499016106699,0.8118279569892473,1.0,-0.5,0.5421211358935486,-0.5222526414180632,0.0,0.3333333333333333,0
0.8519055743027423,-1.0,0.1,0.0,-0.65625,0.5,-0.015306122448979591,0.0,-0.5045777356687641,0.16129032258064516,1.0,0.0,1.8976940537613813,-0.39734205734937567,0.0,1.0,0
1.7154151979978502,0.0,0.05,-0.5,-0.59375,0.5,0.10714285714285714,0.0,-0.7362307573953957,-0.7311827956989247,0.0,0.0,30.482912391804323,-0.833158023764007,0.0,1.0,1
-0.13272507271319803,0.0,0.0,0.5,-0.84375,0.5,0.2193877551020408,0.0,-0.7183765355618719,0.7741935483870968,1.0,0.0,3.781712276947018,-0.7164175499571891,0.0,0.3333333333333333,0
0.7645144562104962,0.0,-0.55,-0.5,-0.28125,-0.16666666666666666,0.1683673469387755,0.0,-0.20568147770246747,-0.8494623655913979,0.0,1.0,0.6171448679241119,-0.2547515736600089,0.0,1.0,0
1.0361273739825787,-1.0,-0.95,0.0,-0.8125,0.5,0.4642857142857143,0.0,-0.5837362032245788,-0.6182795698924731,0.6666666666666666,1.0,3.2914131813303684,-0.4661745117195755,0.0,1.0,0
0.8471256679468198,0.0,-0.65,0.5,-0.1875,-0.16666666666666666,1.239795918367347,0.0,0.060646697276680525,-0.8602150537634409,0.0,-1.5,0.33366160006585804,0.00560829602721544,0.0,1.0,0
-0.5785791051955176,-1.0,-1.05,0.0,0.4375,0.16666666666666666,-0.0663265306122449,0.0,0.5203475613212513,0.7311827956989247,0.3333333333333333,-0.5,-0.37133797285667314,0.5450239656836047,0.0,-0.3333333333333333,0
-0.41985013941393523,-1.0,-0.65,0.5,-0.84375,0.5,0.576530612244898,0.0,0.29688150361570664,0.15591397849462366,0.6666666666666666,1.0,-0.30742622071473663,0.3313548108689517,0.0,-0.3333333333333333,0
-0.4564059012302997,0.0,-0.05,0.0,0.8125,0.16666666666666666,-0.7602040816326531,0.0,0.1644486553458203,0.6935483870967742,-1.0,0.0,-0.3116748072157019,0.17862817343530685,1.0,-0.3333333333333333,0
-0.37689110681888205,0.0,-0.1,0.0,-0.21875,-0.5,-0.1989795918367347,0.0,0.7143437877057877,-0.1881720430107527,0.3333333333333333,-0.5,-0.3186956477792485,0.7210774433544792,1.0,0.3333333333333333,0
-0.4778102617675131,0.0,-1.0,0.5,-0.1875,-0.16666666666666666,0.07653061224489796,0.0,0.686606904258679,0.16666666666666666,1.6666666666666667,2.0,-0.34537427577286645,0.6989067204148496,0.0,-0.3333333333333333,0
0.40493923656778663,0.0,-0.4,0.5,-0.71875,0.5,0.3010204081632653,2.0,-0.5398067844099474,0.3548387096774194,0.3333333333333333,-1.0,1.458223793130647,-0.567680966372364,0.0,-1.0,0
-0.19720871506196588,0.0,0.6,0.5,-0.75,0.5,-0.1683673469387755,0.0,-0.45421859436872924,0.6827956989247311,-0.6666666666666666,-2.0,0.1756596909431148,-0.4503366708571893,1.0,0.3333333333333333,0
-0.612218823511728,-1.0,-0.3,0.5,0.625,0.16666666666666666,1.6683673469387754,0.0,-0.1782895642526865,-0.5645161290322581,0.6666666666666666,1.0,-0.3735062695268629,-0.15136602585081502,0.0,-0.3333333333333333,0
0.10759298646444762,0.0,0.15,-0.5,-0.6875,0.5,0.4642857142857143,4.0,-0.6578982743402247,0.43548387096774194,1.3333333333333333,0.0,2.358108104681621,-0.6691616579655958,0.0,-1.0,0
-0.5135242790683691,0.0,0.2,0.0,-0.25,-0.16666666666666666,-0.17857142857142858,0.0,-0.33184980038707906,0.5376344086021505,1.0,-0.5,-0.2765175018818088,-0.3117346308254203,0.0,-0.3333333333333333,0
-0.25159142322463296,0.0,-0.1,0.5,-0.03125,-0.5,0.8622448979591837,0.0,-0.47995368008486594,0.8817204301075269,1.0,1.0,0.14981691294258567,-0.4730097734581715,0.0,0.3333333333333333,0
-0.46587552702976903,0.0,-0.5,0.0,-0.5625,0.5,1.739795918367347,0.0,-0.5480358574447927,-0.4032258064516129,0.0,-0.5,-0.07765578805178326,-0.5292199388368864,0.0,-0.3333333333333333,0
-0.549629106322854,-1.0,0.15,0.5,0.4375,-0.5,-0.9438775510204082,0.0,0.5828794467523422,-0.053763440860215055,-0.3333333333333333,1.5,-0.36349823198781317,0.6087440629230524,0.0,-0.3333333333333333,0
-0.4570071473128057,0.0,-0.9,-0.5,-0.5,-0.5,1.4744897959183674,0.0,0.8240620622079698,0.8118279569892473,0.0,0.0,-0.3438616056616178,0.834451007315501,0.0,-0.3333333333333333,0
0.5570845577459284,0.0,0.3,-0.5,0.125,-0.16666666666666666,0.5663265306122449,2.0,0.8024423227979819,-0.43010752688172044,0.3333333333333333,0.0,-0.08247023769701947,0.758639984187922,0.0,-1.0,0
2.004163629121354,0.0,-0.05,0.5,-0.71875,0.5,0.3826530612244898,0.0,-0.7023313817425034,0.6236559139784946,-0.3333333333333333,0.5,16.09121431063765,-0.8149209979804177,0.0,1.0,2
0.1326348858008222,-1.0,0.8,0.0,0.0,-0.5,-0.6377551020408163,0.0,1.6325923766489325,-0.6021505376344086,-0.3333333333333333,1.0,-0.25988352418188804,1.688916691523994,0.0,-1.0,0
-0.2596781830343386,0.0,0.9,0.0,0.125,-0.16666666666666666,-0.6887755102040817,0.0,0.16668853096227196,-0.543010752688172,0.6666666666666666,-1.5,-0.22682496820917375,0.1703179765370986,0.0,0.3333333333333333,0
-0.399858707170611,0.0,0.2,0.0,-0.59375,0.5,0.33163265306122447,0.0,-0.6210917571605569,-0.7365591397849462,0.3333333333333333,-0.5,0.260909647901284,-0.6053884244158125,0.0,-0.3333333333333333,0
1.3171497929458802,0.0,0.85,-0.5,0.9375,0.16666666666666666,0.25,0.0,0.022730769542226345,0.6827956989247311,-0.6666666666666666,0.0,0.6085608762675992,-0.057263230438088765,0.0,1.0,0
1.7561496200876312,0.0,0.1,-0.5,0.65625,-0.5,-0.22959183673469388,1.0,0.5149235964336905,-0.521505376344086,0.0,2.0,0.36376395054711375,0.4085634799774734,0.0,1.0,0
0.37424562405585576,0.0,0.35,0.5,0.3125,0.16666666666666666,1.0561224489795917,0.0,-0.601854416182818,0.8817204301075269,1.0,2.0,2.077403857049863,-0.6277249970513373,0.0,-1.0,0
0.35272101430214126,0.0,0.7,-0.5,0.5625,0.16666666666666666,0.0663265306122449,0.0,-0.06670229737061607,-0.12903225806451613,-1.0,-0.5,0.18014316156911245,-0.09452144513052016,0.0,-1.0,0
-0.5324635306673079,0.0,0.45,0.5,-0.21875,-0.5,-0.9540816326530612,0.0,1.535192608248508,0.9623655913978495,0.6666666666666666,-1.0,-0.37101461541851793,1.5455017899288175,0.0,-0.3333333333333333,0
0.09102865689140743,-1.0,-0.8,0.5,0.375,-0.5,0.03571428571428571,0.0,1.3963203200285046,0.41935483870967744,0.3333333333333333,1.0,-0.2535494631679355,1.4517854404094392,0.0,-1.0,0
-0.4684308228804196,0.0,0.95,-0.5,-0.8125,0.5,0.04591836734693878,0.0,-0.7277927588692111,0.46236559139784944,-0.6666666666666666,2.5,1.324925904571265,-0.7077981963443023,0.0,-0.3333333333333333,0
0.28009048753541715,0.0,0.0,0.0,-0.5625,0.5,-0.8112244897959183,0.0,-0.6262744050077336,-0.10215053763440861,0.0,1.5,2.2354274999466783,-0.6469603413927429,0.0,-1.0,0
0.6737864223603417,0.0,-0.75,0.0,0.90625,0.16666666666666666,-0.22959183673469388,0.0,-0.01007863048530646,-0.478494623655914,0.0,0.5,0.3087602700786611,-0.05542278187101802,0.0,1.0,0
-0.14024064874452294,0.0,-0.9,0.0,-0.59375,0.5,-0.3826530612244898,0.0,-0.5225145559523521,-0.8548387096774194,0.3333333333333333,0.5,0.4274633449867364,-0.5212881368759151,1.0,0.3333333333333333,0
